Top Level Branch,Top Level Sold To,Zone,Top Level Order,Top Level Line,Last Next Status,Shipment Number(s),TL SO Alert,ECD,ECD Notes,Line Creation,Top Level Type,Schedule Pick Date,Promised Delivery Date,Top Level Item,Supply Item Description,SRP1,SC Rep,Line Amount,Region Zone
Branch 4,Customer_5854,East,ORD992318,LINE195294,Processing,SHP342271,,2022-01-23,on track,2022-01-01,Type 3,2022-01-03,2022-01-23,Product_6330,Description of item,65.97,Rep B,7195.42,Zone D
Branch 4,Customer_4055,North,ORD981655,LINE418399,Shipped,SHP619581,,2021-03-08,customs backlog,2021-01-23,Type 2,2021-01-25,2021-02-17,Product_5170,Description of item,358.29,Rep A,4632.66,Zone B
Branch 1,Customer_6859,South,ORD813829,LINE831463,On Hold,SHP563024,URGENT,2020-12-06,COVID-19 disruption,2020-11-02,Type 3,2020-11-04,2020-12-01,Product_10235,Description of item,118.42,Rep A,2598.29,Zone B
Branch 3,Customer_8793,North,ORD201763,LINE144837,Delivered,SHP221315,,2023-06-27,severe weather,2023-06-02,Type 3,2023-06-04,2023-06-19,Product_7999,Description of item,50.44,Rep B,3819.72,Zone A
Branch 3,Customer_3686,East,ORD630430,LINE341930,Processing,SHP479077,,2023-07-19,on track,2023-07-13,Type 2,2023-07-15,2023-07-21,Product_4514,Description of item,499.49,Rep B,6050.28,Zone C
Branch 2,Customer_2686,North,ORD950959,LINE183295,Delivered,SHP882058,URGENT,2023-07-05,QA inspection delays,2023-06-12,Type 2,2023-06-14,2023-06-28,Product_292,Description of item,372.5,Rep C,6216.91,Zone C
Branch 3,Customer_8868,East,ORD766399,LINE520737,Delivered,SHP403574,,2020-07-27,factory shutdown,2020-06-23,Type 1,2020-06-25,2020-07-09,Product_8723,Description of item,437.57,Rep A,7274.47,Zone C
Branch 4,Customer_2296,West,ORD185065,LINE818412,Shipped,SHP442850,,2024-08-07,holiday backlog,2024-07-12,Type 1,2024-07-14,2024-08-04,Product_9406,Description of item,342.86,Rep A,6708.14,Zone D
Branch 2,Customer_8923,West,ORD794105,LINE236888,On Hold,SHP889627,,2023-04-01,severe weather,2023-03-16,Type 1,2023-03-18,2023-03-26,Product_6219,Description of item,236.88,Rep D,4309.76,Zone C
Branch 4,Customer_9875,North,ORD711165,LINE754380,Delivered,SHP229457,,2021-06-02,on track,2021-05-14,Type 1,2021-05-16,2021-06-02,Product_1970,Description of item,267.58,Rep D,2953.1,Zone C
Branch 2,Customer_3280,South,ORD165269,LINE585474,Shipped,SHP616978,,2023-03-09,on track,2023-02-13,Type 3,2023-02-15,2023-03-10,Product_7898,Description of item,155.89,Rep A,8999.07,Zone D
Branch 2,Customer_9836,East,ORD918334,LINE233996,Shipped,SHP144154,URGENT,2020-08-25,factory shutdown,2020-08-04,Type 3,2020-08-06,2020-08-20,Product_2428,Description of item,336.1,Rep D,9807.28,Zone A
Branch 4,Customer_1905,West,ORD247758,LINE691130,Shipped,SHP470432,,2023-09-23,severe weather,2023-08-25,Type 3,2023-08-27,2023-09-09,Product_7283,Description of item,481.9,Rep A,3849.28,Zone B
Branch 1,Customer_8890,East,ORD877170,LINE659044,On Hold,SHP358366,URGENT,2022-12-04,on track,2022-11-09,Type 2,2022-11-11,2022-12-06,Product_4021,Description of item,160.46,Rep A,4011.78,Zone C
Branch 4,Customer_4858,West,ORD566091,LINE304746,Processing,SHP151205,,2024-05-03,demand surge,2024-04-07,Type 2,2024-04-09,2024-04-15,Product_1080,Description of item,297.41,Rep D,5303.01,Zone C
Branch 4,Customer_4270,South,ORD697292,LINE898503,Processing,SHP690428,,2021-04-01,shipping container shortage,2021-03-18,Type 3,2021-03-20,2021-03-30,Product_3404,Description of item,135.15,Rep D,3532.47,Zone A
Branch 2,Customer_1178,North,ORD118747,LINE509625,Processing,SHP676857,URGENT,2020-12-30,supply chain delay,2020-12-03,Type 3,2020-12-05,2020-12-23,Product_2857,Description of item,146.36,Rep B,7314.19,Zone B
Branch 1,Customer_6961,North,ORD500686,LINE438200,Delivered,SHP679377,,2021-10-21,on track,2021-10-02,Type 2,2021-10-04,2021-10-22,Product_2928,Description of item,224.3,Rep C,8422.24,Zone A
Branch 3,Customer_2486,South,ORD695701,LINE195012,On Hold,SHP761710,,2024-02-25,holiday backlog,2024-01-26,Type 3,2024-01-28,2024-02-23,Product_8869,Description of item,24.39,Rep B,1562.66,Zone B
Branch 1,Customer_8021,South,ORD505776,LINE688990,Delivered,SHP865761,,2024-11-23,production capacity limits,2024-10-31,Type 1,2024-11-02,2024-11-05,Product_1377,Description of item,191.7,Rep D,2767.42,Zone B
Branch 2,Customer_6802,South,ORD575185,LINE157646,Delivered,SHP513824,,2021-12-15,on track,2021-11-24,Type 2,2021-11-26,2021-12-17,Product_11693,Description of item,265.43,Rep B,1704.27,Zone D
Branch 1,Customer_4373,East,ORD954110,LINE722109,On Hold,SHP610244,,2022-03-15,raw material shortage,2022-02-04,Type 3,2022-02-06,2022-03-04,Product_11213,Description of item,473.48,Rep C,5211.08,Zone B
Branch 3,Customer_5540,North,ORD266910,LINE257040,Shipped,SHP660811,,2022-06-16,raw material shortage,2022-05-20,Type 2,2022-05-22,2022-06-03,Product_4283,Description of item,391.47,Rep D,4935.83,Zone C
Branch 2,Customer_2546,North,ORD790427,LINE488965,On Hold,SHP102916,,2024-09-05,on track,2024-08-29,Type 2,2024-08-31,2024-09-07,Product_1240,Description of item,132.88,Rep C,895.67,Zone C
Branch 2,Customer_6326,South,ORD517281,LINE820259,Shipped,SHP731668,,2023-03-29,inventory mismatch,2023-02-23,Type 3,2023-02-25,2023-03-10,Product_6763,Description of item,126.29,Rep A,9141.23,Zone B
Branch 3,Customer_7746,South,ORD693798,LINE784687,On Hold,SHP951576,,2021-09-08,on track,2021-08-24,Type 1,2021-08-26,2021-09-08,Product_10812,Description of item,367.56,Rep B,1013.89,Zone B
Branch 3,Customer_1754,South,ORD964741,LINE134117,On Hold,SHP995132,,2022-07-30,on track,2022-07-09,Type 2,2022-07-11,2022-08-01,Product_7600,Description of item,290.99,Rep A,3865.07,Zone C
Branch 4,Customer_7323,East,ORD400680,LINE508180,Delivered,SHP415864,,2025-02-14,on track,2025-01-18,Type 2,2025-01-20,2025-02-14,Product_11403,Description of item,70.3,Rep B,3507.08,Zone C
Branch 2,Customer_1637,South,ORD660009,LINE162993,Shipped,SHP681898,,2021-11-14,on track,2021-10-25,Type 1,2021-10-27,2021-11-15,Product_7243,Description of item,309.96,Rep B,5489.63,Zone A
Branch 4,Customer_1764,West,ORD558109,LINE456036,Delivered,SHP203577,,2025-04-16,on track,2025-03-21,Type 2,2025-03-23,2025-04-18,Product_6335,Description of item,125.02,Rep C,2336.29,Zone B
Branch 3,Customer_7159,South,ORD965903,LINE827094,Delivered,SHP249180,URGENT,2025-01-07,on track,2024-12-29,Type 2,2024-12-31,2025-01-07,Product_2964,Description of item,446.06,Rep B,2385.16,Zone C
Branch 2,Customer_5032,North,ORD237815,LINE563471,On Hold,SHP524432,URGENT,2024-04-02,on track,2024-03-17,Type 1,2024-03-19,2024-04-04,Product_9039,Description of item,326.06,Rep B,6561.32,Zone A
Branch 2,Customer_7427,West,ORD140119,LINE605019,On Hold,SHP104812,URGENT,2020-12-07,supply chain delay,2020-11-09,Type 3,2020-11-11,2020-11-20,Product_9396,Description of item,468.82,Rep B,1646.63,Zone A
Branch 1,Customer_6531,West,ORD995435,LINE844761,On Hold,SHP177895,,2023-03-24,inventory mismatch,2023-02-07,Type 3,2023-02-09,2023-03-07,Product_637,Description of item,138.89,Rep A,7873.33,Zone D
Branch 4,Customer_2022,West,ORD766538,LINE979486,On Hold,SHP929437,,2020-05-08,factory shutdown,2020-04-25,Type 2,2020-04-27,2020-05-03,Product_10579,Description of item,333.37,Rep B,1568.54,Zone C
Branch 1,Customer_3193,South,ORD986465,LINE169736,Processing,SHP880491,,2024-11-18,holiday backlog,2024-10-22,Type 1,2024-10-24,2024-11-06,Product_6756,Description of item,45.52,Rep D,4444.49,Zone D
Branch 3,Customer_7660,West,ORD226456,LINE732587,Shipped,SHP359687,,2024-03-14,holiday backlog,2024-02-06,Type 1,2024-02-08,2024-02-24,Product_3896,Description of item,283.97,Rep B,1872.38,Zone D
Branch 3,Customer_6423,South,ORD866431,LINE646313,Delivered,SHP877247,URGENT,2020-07-20,supply chain delay,2020-07-02,Type 3,2020-07-04,2020-07-17,Product_6097,Description of item,412.92,Rep B,9650.82,Zone C
Branch 2,Customer_6271,West,ORD118252,LINE133763,Processing,SHP807624,,2022-11-27,supplier price changes,2022-11-08,Type 3,2022-11-10,2022-11-26,Product_10015,Description of item,343.55,Rep B,5725.67,Zone D
Branch 2,Customer_2015,East,ORD951338,LINE648983,On Hold,SHP880360,,2024-08-14,on track,2024-08-11,Type 2,2024-08-13,2024-08-16,Product_8538,Description of item,250.1,Rep C,7288.79,Zone A
Branch 2,Customer_4586,South,ORD163356,LINE111308,Processing,SHP484754,URGENT,2021-09-11,on track,2021-09-02,Type 3,2021-09-04,2021-09-11,Product_3078,Description of item,308.78,Rep A,4652.13,Zone A
Branch 2,Customer_6691,South,ORD967182,LINE136619,Delivered,SHP243680,,2024-08-24,on track,2024-07-29,Type 3,2024-07-31,2024-08-25,Product_8414,Description of item,426.73,Rep C,9618.17,Zone A
Branch 1,Customer_4354,South,ORD814093,LINE460256,Processing,SHP733838,,2022-12-26,supplier price changes,2022-11-30,Type 1,2022-12-02,2022-12-11,Product_497,Description of item,463.61,Rep B,8529.78,Zone A
Branch 1,Customer_4190,East,ORD963857,LINE796567,Delivered,SHP268825,,2021-03-07,shipping container shortage,2021-01-29,Type 2,2021-01-31,2021-02-20,Product_1789,Description of item,430.32,Rep B,5695.14,Zone D
Branch 3,Customer_6704,East,ORD904280,LINE561712,Delivered,SHP735128,,2021-09-09,on track,2021-09-04,Type 1,2021-09-06,2021-09-11,Product_5943,Description of item,442.54,Rep D,2837.62,Zone C
Branch 1,Customer_1066,East,ORD424859,LINE739688,Delivered,SHP595297,,2023-01-10,raw material shortage,2022-12-01,Type 3,2022-12-03,2022-12-26,Product_9753,Description of item,71.68,Rep A,2665.4,Zone C
Branch 2,Customer_5927,West,ORD364796,LINE301090,Delivered,SHP357496,,2024-12-01,on track,2024-11-21,Type 3,2024-11-23,2024-12-01,Product_11185,Description of item,353.13,Rep A,7711.23,Zone D
Branch 3,Customer_9714,South,ORD152432,LINE461365,Delivered,SHP163344,,2025-01-13,holiday backlog,2024-12-19,Type 2,2024-12-21,2024-12-29,Product_3775,Description of item,422.54,Rep A,6074.8,Zone A
Branch 1,Customer_3890,South,ORD749942,LINE657560,Delivered,SHP811296,,2021-06-24,shipping container shortage,2021-06-09,Type 1,2021-06-11,2021-06-16,Product_3331,Description of item,176.77,Rep D,3387.27,Zone A
Branch 2,Customer_1751,East,ORD435689,LINE178600,Shipped,SHP819036,,2023-12-09,on track,2023-11-10,Type 1,2023-11-12,2023-12-09,Product_11382,Description of item,368.7,Rep C,1271.88,Zone D
Branch 3,Customer_6255,West,ORD903208,LINE955653,Delivered,SHP484937,,2024-11-27,demand surge,2024-10-28,Type 2,2024-10-30,2024-11-26,Product_7184,Description of item,426.0,Rep A,8985.69,Zone C
Branch 2,Customer_9543,West,ORD761106,LINE829506,On Hold,SHP222893,,2022-09-09,on track,2022-08-29,Type 3,2022-08-31,2022-09-09,Product_5507,Description of item,446.5,Rep C,5423.44,Zone C
Branch 1,Customer_9510,South,ORD547386,LINE964115,Shipped,SHP178968,URGENT,2024-03-25,on track,2024-03-07,Type 1,2024-03-09,2024-03-26,Product_7644,Description of item,171.13,Rep C,3393.93,Zone A
Branch 3,Customer_5092,East,ORD317503,LINE277924,On Hold,SHP709080,,2023-09-22,on track,2023-08-31,Type 3,2023-09-02,2023-09-24,Product_1658,Description of item,102.35,Rep D,7938.01,Zone B
Branch 3,Customer_5599,East,ORD754249,LINE699293,Delivered,SHP102548,,2022-09-20,supplier price changes,2022-09-07,Type 2,2022-09-09,2022-09-19,Product_11278,Description of item,272.29,Rep D,3564.17,Zone C
Branch 2,Customer_3762,North,ORD414063,LINE442217,Delivered,SHP383505,URGENT,2020-05-16,COVID-19 disruption,2020-05-05,Type 3,2020-05-07,2020-05-10,Product_8943,Description of item,182.14,Rep B,8242.3,Zone A
Branch 4,Customer_7027,West,ORD803611,LINE327278,Delivered,SHP749960,,2024-05-09,demand surge,2024-04-03,Type 3,2024-04-05,2024-04-22,Product_5480,Description of item,394.08,Rep A,6898.47,Zone C
Branch 2,Customer_4338,West,ORD679395,LINE383318,Shipped,SHP348531,,2023-05-07,on track,2023-04-30,Type 2,2023-05-02,2023-05-07,Product_6138,Description of item,386.68,Rep D,6529.67,Zone A
Branch 2,Customer_7311,East,ORD373177,LINE205661,Shipped,SHP145988,URGENT,2022-10-17,supplier price changes,2022-09-13,Type 2,2022-09-15,2022-09-28,Product_9077,Description of item,26.12,Rep A,6152.75,Zone B
Branch 2,Customer_4977,North,ORD159490,LINE837721,Delivered,SHP506727,,2024-05-28,on track,2024-05-10,Type 3,2024-05-12,2024-05-28,Product_6285,Description of item,141.28,Rep C,1676.07,Zone C
Branch 1,Customer_8864,South,ORD404840,LINE493517,Delivered,SHP486155,,2021-12-30,on track,2021-12-03,Type 3,2021-12-05,2021-12-31,Product_8338,Description of item,20.27,Rep D,7020.76,Zone D
Branch 1,Customer_7860,South,ORD768924,LINE384649,On Hold,SHP172189,,2024-04-12,demand surge,2024-03-27,Type 2,2024-03-29,2024-04-09,Product_3979,Description of item,60.18,Rep A,9545.04,Zone B
Branch 2,Customer_2679,South,ORD596472,LINE205138,Processing,SHP736536,,2022-12-15,raw material shortage,2022-11-18,Type 3,2022-11-20,2022-12-12,Product_10313,Description of item,194.8,Rep C,4803.02,Zone B
Branch 4,Customer_7289,East,ORD811959,LINE605410,Delivered,SHP268449,,2023-06-08,on track,2023-05-27,Type 2,2023-05-29,2023-06-10,Product_2636,Description of item,58.55,Rep C,8670.78,Zone B
Branch 1,Customer_7462,East,ORD847206,LINE153551,Delivered,SHP716565,URGENT,2022-09-15,on track,2022-09-09,Type 1,2022-09-11,2022-09-15,Product_524,Description of item,56.7,Rep A,7202.47,Zone C
Branch 4,Customer_7568,West,ORD955620,LINE291667,Processing,SHP621432,URGENT,2021-06-29,shipping container shortage,2021-06-14,Type 3,2021-06-16,2021-06-24,Product_5969,Description of item,426.35,Rep C,6445.91,Zone A
Branch 1,Customer_2091,West,ORD478580,LINE380825,Delivered,SHP183325,URGENT,2023-05-23,QA inspection delays,2023-05-08,Type 2,2023-05-10,2023-05-20,Product_11913,Description of item,261.85,Rep C,1227.83,Zone B
Branch 4,Customer_8311,West,ORD361319,LINE129670,Shipped,SHP625903,,2023-10-11,inventory mismatch,2023-09-02,Type 2,2023-09-04,2023-09-26,Product_4454,Description of item,46.92,Rep C,8722.74,Zone B
Branch 3,Customer_9839,North,ORD601911,LINE696039,Delivered,SHP527415,URGENT,2024-08-06,on track,2024-08-03,Type 1,2024-08-05,2024-08-08,Product_8104,Description of item,169.61,Rep C,1426.11,Zone C
Branch 2,Customer_3680,South,ORD620353,LINE546953,Processing,SHP538098,,2023-08-11,on track,2023-07-21,Type 1,2023-07-23,2023-08-11,Product_8599,Description of item,435.53,Rep D,4617.91,Zone C
Branch 2,Customer_7679,West,ORD101970,LINE212234,On Hold,SHP521331,,2025-01-22,other issue,2025-01-02,Type 3,2025-01-04,2025-01-08,Product_9881,Description of item,134.87,Rep A,8668.83,Zone A
Branch 4,Customer_7969,North,ORD731684,LINE220679,On Hold,SHP815823,,2022-05-23,raw material shortage,2022-04-14,Type 3,2022-04-16,2022-05-04,Product_10479,Description of item,25.74,Rep A,2809.66,Zone C
Branch 3,Customer_2362,South,ORD216482,LINE911143,On Hold,SHP589591,,2021-09-24,shipping container shortage,2021-09-14,Type 3,2021-09-16,2021-09-19,Product_10913,Description of item,243.2,Rep A,2944.01,Zone A
Branch 2,Customer_6895,South,ORD139567,LINE540126,Processing,SHP844159,,2024-04-11,demand surge,2024-03-25,Type 1,2024-03-27,2024-04-07,Product_5589,Description of item,93.87,Rep D,755.2,Zone C
Branch 4,Customer_8602,West,ORD902210,LINE660598,Delivered,SHP234068,,2023-07-13,on track,2023-06-18,Type 2,2023-06-20,2023-07-13,Product_8748,Description of item,496.49,Rep A,5137.19,Zone C
Branch 2,Customer_6328,South,ORD699967,LINE476916,Shipped,SHP101306,,2024-07-10,demand surge,2024-06-22,Type 3,2024-06-24,2024-07-01,Product_4924,Description of item,313.53,Rep D,2776.59,Zone A
Branch 4,Customer_5623,East,ORD859759,LINE909015,Processing,SHP897986,,2025-04-03,on track,2025-03-14,Type 1,2025-03-16,2025-04-04,Product_3805,Description of item,38.93,Rep A,2898.12,Zone D
Branch 4,Customer_9373,West,ORD855854,LINE322913,Shipped,SHP238358,,2022-01-21,on track,2021-12-31,Type 1,2022-01-02,2022-01-23,Product_7409,Description of item,276.76,Rep D,5995.85,Zone D
Branch 3,Customer_4695,East,ORD812822,LINE803400,Processing,SHP749139,,2021-07-27,labor shortage,2021-06-23,Type 1,2021-06-25,2021-07-11,Product_2454,Description of item,459.34,Rep B,6630.15,Zone C
Branch 3,Customer_7477,West,ORD913202,LINE602832,Processing,SHP332178,,2025-03-07,other issue,2025-01-28,Type 1,2025-01-30,2025-02-18,Product_7796,Description of item,126.86,Rep D,1792.61,Zone C
Branch 4,Customer_1215,South,ORD860926,LINE238238,On Hold,SHP973107,,2021-07-25,shipping container shortage,2021-07-09,Type 2,2021-07-11,2021-07-18,Product_7693,Description of item,493.16,Rep D,7292.85,Zone D
Branch 2,Customer_3640,West,ORD511569,LINE751973,Processing,SHP336945,,2024-10-12,on track,2024-09-30,Type 2,2024-10-02,2024-10-12,Product_7198,Description of item,430.51,Rep B,5214.63,Zone B
Branch 1,Customer_1298,South,ORD657579,LINE699671,Shipped,SHP392704,,2025-01-24,production capacity limits,2024-12-30,Type 1,2025-01-01,2025-01-15,Product_5037,Description of item,57.07,Rep A,3270.18,Zone C
Branch 1,Customer_7007,South,ORD480734,LINE306569,Processing,SHP816964,,2022-03-30,on track,2022-03-21,Type 1,2022-03-23,2022-04-01,Product_7116,Description of item,418.0,Rep A,8710.15,Zone C
Branch 4,Customer_3681,North,ORD179102,LINE678423,Processing,SHP216197,URGENT,2023-04-08,QA inspection delays,2023-03-08,Type 1,2023-03-10,2023-04-01,Product_10802,Description of item,312.02,Rep C,2669.87,Zone B
Branch 2,Customer_2509,East,ORD969593,LINE999037,Processing,SHP251856,,2023-06-13,on track,2023-05-25,Type 1,2023-05-27,2023-06-13,Product_11632,Description of item,418.95,Rep D,6159.79,Zone C
Branch 2,Customer_6757,West,ORD954417,LINE241319,Processing,SHP164849,URGENT,2022-10-16,on track,2022-09-23,Type 2,2022-09-25,2022-10-17,Product_6460,Description of item,344.52,Rep D,2455.32,Zone C
Branch 1,Customer_3631,South,ORD951259,LINE759383,Processing,SHP123248,URGENT,2021-01-08,factory shutdown,2020-12-09,Type 3,2020-12-11,2020-12-24,Product_3247,Description of item,110.38,Rep D,2471.4,Zone B
Branch 4,Customer_7469,East,ORD681279,LINE118507,On Hold,SHP360894,,2023-10-18,on track,2023-09-24,Type 3,2023-09-26,2023-10-19,Product_4902,Description of item,101.81,Rep C,4918.47,Zone B
Branch 3,Customer_4150,West,ORD986179,LINE349119,Shipped,SHP963435,,2021-02-06,on track,2021-01-27,Type 1,2021-01-29,2021-02-07,Product_10449,Description of item,81.38,Rep B,5807.9,Zone D
Branch 4,Customer_2050,West,ORD798841,LINE404153,Processing,SHP731475,,2024-08-24,demand surge,2024-07-26,Type 2,2024-07-28,2024-08-10,Product_4991,Description of item,246.15,Rep C,7744.39,Zone A
Branch 3,Customer_3185,South,ORD216240,LINE872013,Processing,SHP216542,,2021-06-21,customs backlog,2021-05-28,Type 1,2021-05-30,2021-06-10,Product_84,Description of item,306.9,Rep D,6767.13,Zone A
Branch 4,Customer_1934,South,ORD281921,LINE540351,Shipped,SHP490733,URGENT,2021-03-30,shipping container shortage,2021-02-18,Type 1,2021-02-20,2021-03-19,Product_8999,Description of item,342.04,Rep C,4011.13,Zone B
Branch 4,Customer_7607,South,ORD950205,LINE981105,Processing,SHP760563,,2023-11-16,on track,2023-11-09,Type 3,2023-11-11,2023-11-17,Product_3731,Description of item,34.02,Rep C,9840.67,Zone A
Branch 4,Customer_1385,North,ORD376908,LINE730422,On Hold,SHP655842,URGENT,2024-07-11,production capacity limits,2024-06-05,Type 1,2024-06-07,2024-06-25,Product_3227,Description of item,142.81,Rep A,9928.28,Zone B
Branch 3,Customer_9111,West,ORD500314,LINE302406,Shipped,SHP450447,URGENT,2025-01-21,demand surge,2024-12-19,Type 3,2024-12-21,2025-01-06,Product_5302,Description of item,112.82,Rep B,8634.08,Zone B
Branch 2,Customer_6214,West,ORD743939,LINE127917,Shipped,SHP450972,,2021-11-08,labor shortage,2021-10-12,Type 3,2021-10-14,2021-11-05,Product_1352,Description of item,235.94,Rep D,6900.49,Zone A
Branch 2,Customer_7675,West,ORD708392,LINE513889,Shipped,SHP152161,,2022-04-18,inflation impact,2022-03-16,Type 3,2022-03-18,2022-04-04,Product_2590,Description of item,477.12,Rep C,5903.41,Zone A
Branch 2,Customer_7121,West,ORD637146,LINE775083,Processing,SHP358592,URGENT,2021-05-03,shipping container shortage,2021-03-28,Type 1,2021-03-30,2021-04-24,Product_6914,Description of item,154.59,Rep B,7306.25,Zone A
Branch 4,Customer_6811,West,ORD494085,LINE156885,Delivered,SHP598809,,2022-09-18,inflation impact,2022-08-30,Type 2,2022-09-01,2022-09-17,Product_9977,Description of item,364.49,Rep D,7563.46,Zone B
